	gene	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
27	WBGene00001814	haf-4	556.111411292356	-5.12994205471306	0.258335289074166	-15.7500013694255	6.86798277273647e-56	3.50312907961378e-53
28	WBGene00001955	hlh-11	429.921908277365	-4.65577602276304	0.260751141280965	-13.8718625757297	9.3808809628187e-44	3.14355303024304e-41
29	WBGene00002100	ins-17	284.71969055844	-4.37711024323238	0.301874971881133	-11.0711395094788	1.73184277971448e-28	3.08147188548733e-26
30	WBGene00002176	jip-1	212.540674517754	-5.08808125848796	0.404567381111412	-9.71518540214479	2.5977583019878e-22	3.25827028991945e-20
31	WBGene00002184	kel-1	308.959859513783	-2.89213255249683	0.225973708519597	-8.41111248589019	4.06139994164706e-17	3.6992584468502e-15
32	WBGene00002230	klp-20	140.602281341503	-1.87879008377933	0.297176232587168	-3.04046372356829	0.0023621414542875	0.0399839474928179
33	WBGene00002253	lbp-1	30.3378490040157	-3.09576627148858	0.614285122479319	-3.451507263358	0.000557464751921938	0.0109363149152686
34	WBGene00002264	lec-1	65.0859334818654	-2.43928560108253	0.426484032410701	-3.47357877141289	0.000513566590235692	0.010313118062712
35	WBGene00003182	mef-2	479.951159666905	-2.15965487816857	0.184895427952369	-6.32119693995532	2.5954498854527e-10	1.33273738748984e-08
36	WBGene00003235	mif-2	1722.24559676811	2.41743724593557	0.142157616392247	10.01194943415	1.35064458399323e-23	1.78168650209176e-21
37	WBGene00003387	mod-5	113.860880808184	-4.56933821897239	0.45201999534202	-7.56051918567165	4.01463661443238e-14	2.87065277916095e-12
38	WBGene00003579	ndx-2	259.647756007981	-5.51611609945886	0.426022932566822	-10.0813889562422	6.67754254048117e-24	8.96313648723183e-22
39	WBGene00003600	nhr-1	550.54826948498	-1.94557541266608	0.194368890992723	-4.92006411367929	8.65158678401709e-07	2.73525993737664e-05
40	WBGene00003612	nhr-13	53.5733210214266	2.56187256457171	0.431632878859183	3.73258574124478	0.000189524152063599	0.00422754894296966
41	WBGene00003614	nhr-15	1539.51781473793	-1.4853520389989	0.124196694126709	-3.94441238006881	7.99958955970046e-05	0.00191265186628963
42	WBGene00003654	nhr-64	85.0087245162379	-5.37465425664723	0.610362728462921	-5.97696171504059	2.27337598213439e-09	1.0353333118637e-07
43	WBGene00003903	pab-2	375.58993255996	-2.35997681166871	0.198894611016823	-6.8863466142948	5.72434184390788e-12	3.39511158509606e-10
44	WBGene00003941	pbo-1	714.641611400084	2.50854935596809	0.160620345839812	9.43642457135957	3.85716731775764e-21	4.61112299190058e-19
45	WBGene00003976	pes-1	136.044498576035	-3.12791821453966	0.364370433168016	-5.891632511228	3.82398834372533e-09	1.6623485691956e-07
46	WBGene00004044	plk-3	4516.60247779066	4.09448943336666	0.107486111049434	28.8119722682643	1.51866331453644e-182	3.87309767317277e-179
47	WBGene00004057	pmk-3	927.68279730894	-2.85626029394252	0.161121410164599	-11.5568898421183	6.81319646357136e-31	1.30319415356961e-28
48	WBGene00004113	pqn-24	93.6261379782541	7.15356566535809	0.704516882655391	6.3777031392753	1.79763528033329e-10	9.42034762317122e-09
49	WBGene00004120	pqn-32	25.3530138397317	-3.94827230306443	0.728664869084594	-3.60517606222032	0.000311941376245696	0.0066853318477754
50	WBGene00004148	pqn-65	209.755773263545	-1.93658247921503	0.247479402564935	-3.85260545401667	0.000116867618712523	0.00272607972795584
51	WBGene00004164	pqn-83	1168.84210692812	1.39812043153967	0.127291003057747	3.16540756468172	0.00154865859157468	0.0273013522675989
52	WBGene00004196	prx-11	156.99871848085	-5.34898018607119	0.491227938246163	-8.19566715803195	2.4920703909739e-16	2.16668529106152e-14
53	WBGene00004198	prx-13	482.133640028806	-3.92679123950721	0.219726757899239	-13.2956835048198	2.45222053636942e-40	6.94886641620831e-38
54	WBGene00004202	pry-1	125.383964802604	-2.98957468501762	0.343120033101418	-5.84615775645199	5.03056991933835e-09	2.06929518563751e-07
55	WBGene00004377	rme-6	92.021393164585	-2.10108396486661	0.356182825559679	-3.18593367595699	0.00144287670976437	0.0256731388521097
56	WBGene00004512	rrn-1.1	865.742606546943	1.74904979621263	0.141617654958424	5.33092807223735	9.77121171198871e-08	3.46108985224193e-06
57	WBGene00004513	rrn-1.2	877.125088473575	1.82670355164038	0.149155660467518	5.58643222283457	2.31781946894507e-08	8.77902809747463e-07
58	WBGene00004778	ser-3	160.979826593133	-3.77790633835835	0.337030130843023	-8.19303890261102	2.54711801319312e-16	2.18966291224051e-14
59	WBGene00004790	sgn-1	33.0844151527013	4.32653928122088	0.631702769552986	5.00086965736325	5.70722884856256e-07	1.85025457289628e-05
60	WBGene00004795	sid-1	8213.63748206457	3.22864216304338	0.0981470367583821	22.734742593376	2.03161111665166e-114	1.94298208168773e-111
61	WBGene00004857	sma-3	50.7477180092262	-2.48785449351075	0.512419187537643	-3.03126866883546	0.00243528448884472	0.0409502453278044
62	WBGene00004945	sop-2	60.6169252841931	2.45978448300302	0.423303627199831	3.56603440315774	0.000362423815406375	0.00757624210839939
63	WBGene00005061	sra-35	149.364137000523	-3.71018908331484	0.345893789148	-7.79601728001626	6.38916417339563e-15	4.79249951869118e-13
64	WBGene00006432	tag-53	127.093800941771	-3.31861699404911	0.350349114374879	-6.63053629377085	3.34469419585096e-11	1.85436632554027e-09
65	WBGene00006513	tag-168	143.437981789545	-6.13181763319058	0.577250094574389	-7.06309746371294	1.62831426303362e-12	1.04691028793867e-10
66	WBGene00006570	tig-2	79.7293317486889	-3.81518069256568	0.47374243276122	-5.85914342174941	4.65260751318289e-09	1.95588461996496e-07
67	WBGene00006594	tom-1	310.751580716309	-2.02213794129485	0.218858056885572	-4.73021973084529	2.2427695700017e-06	6.63773416440857e-05
68	WBGene00006616	trp-4	356.2779252313	-6.69040332417522	0.456311657639984	-10.8852879732923	1.35469776531249e-27	2.30328724497908e-25
69	WBGene00006640	tsp-14	187.299845344625	-2.61545039917945	0.28106277396389	-5.80805833858073	6.3201496324036e-09	2.5720991934851e-07
70	WBGene00006750	unc-10	266.945919394581	-3.35852506851041	0.258654478454154	-9.13359216628235	6.62632910561743e-20	7.14056957564493e-18
71	WBGene00006784	unc-49	439.202772363162	-2.32593795267183	0.187508719841947	-7.11828837019118	1.0927555929863e-12	7.14587439481894e-11
72	WBGene00006805	unc-73	150.317895362609	2.98003969521174	0.284482146607415	7.02131474862495	2.1979009443214e-12	1.35614033266153e-10
73	WBGene00006830	unc-103	44.5181733250675	-3.1352695020417	0.534052499924402	-4.03488720264796	5.46285346103468e-05	0.00135702246202521
74	WBGene00006962	xol-1	201.487247512108	-3.23875710734274	0.283430630547229	-7.92006612098584	2.37384310506265e-15	1.87239933987983e-13
75	WBGene00006985	zig-8	90.7275249582706	-3.45623922770956	0.411639059258002	-5.9540224810316	2.6163084076403e-09	1.17060676180444e-07
76	WBGene00007015	mdt-11	564.936176533695	1.52630670056144	0.158880968252645	3.3596728754488	0.000780348117783264	0.0147418356769377
77	WBGene00007060	wht-6	21.1796814514091	-3.12953833658676	0.700734457351388	-3.05825867205192	0.00222627313421396	0.0380205708702479
78	WBGene00007119	calf-1	210.566533068771	-3.28016339508629	0.280633786098508	-8.14378384960019	3.83112886683041e-16	3.25688521779105e-14
79	WBGene00007124	B0250.7	2368.26833107411	1.72084742727505	0.117166744756386	6.18696507360753	6.13335472307758e-10	3.06707823439651e-08
80	WBGene00007132	B0284.2	26.3218318941967	3.94387047484017	0.667637978352419	4.30914271508354	1.63888589347165e-05	0.000441518167991253
81	WBGene00007139	mnp-1	322.701508660414	-5.71745246323431	0.373037740626044	-11.980350613165	4.50414726987468e-33	9.57256410050311e-31
82	WBGene00007140	cyp-29A4	15.6168549539685	3.12640388691827	0.732874856453702	3.03327735721746	0.00241913146198049	0.0407682264661074
83	WBGene00007202	B0564.2	2722.26826075826	5.51138642775737	0.138645579924269	32.5003172671412	1.05533636813215e-231	8.07437855257907e-228
84	WBGene00007275	C03D6.1	80.5342650062516	-2.79348347157599	0.50008228354414	-3.70847179799155	0.000208513878437995	0.00461080833505519
85	WBGene00007372	C06B8.7	106.077275455565	-3.26846641469321	0.380125415460782	-5.98862711201909	2.11619715279303e-09	9.81952805111919e-08
86	WBGene00007454	C08F11.7	372.52748752554	-4.70476920608363	0.281923812601306	-12.9677053843839	1.86531119032639e-38	4.92120548868526e-36
87	WBGene00007455	ugt-22	36.6747628598611	4.6821597161867	0.637852435770641	5.28241509957813	1.27491923054739e-07	4.43382137859914e-06
88	WBGene00007489	C09G5.7	39.5227401823076	-3.82343507718585	0.624449577249272	-4.34573803293876	1.38808152594677e-05	0.00038065275107594
89	WBGene00007600	C15C6.1	192.000450556387	-2.94866515375984	0.285881893506685	-6.86119308460725	6.82877877499188e-12	3.98831957308877e-10
90	WBGene00007667	fbxa-97	121.748316523721	-2.07222535150301	0.314447601466447	-3.49366664101051	0.000476435534762338	0.00966898747073381
91	WBGene00007672	fbxa-136	247.659363231034	2.57617993722695	0.228406275119863	6.96073932956541	3.38491584705028e-12	2.05539612268108e-10
92	WBGene00007675	C18D4.6	316.273818962733	-3.13390607634085	0.238301386458547	-8.98610399910373	2.56149594859296e-19	2.57868493456378e-17
93	WBGene00007679	C18D11.1	204.896619536803	-2.62272567473613	0.260820371263221	-6.27532058792563	3.48914608859966e-10	1.75628004762342e-08
94	WBGene00007715	C25D7.2	2226.00610665566	7.45716992640604	0.724315111925054	9.13515236750012	6.53147354575482e-20	7.13890058551002e-18
95	WBGene00007717	C25D7.5	63.2872838727068	3.0896850072868	0.418658634591442	5.07203705548871	3.93579723498571e-07	1.30358375086042e-05
96	WBGene00007779	C27D8.3	452.110226456393	-2.584725549729	0.200361765861707	-7.95632713078284	1.77221452773365e-15	1.44246950549895e-13
97	WBGene00007813	jmjd-3.3	89.6233170192693	-2.85215043344088	0.38268263408844	-4.89957088678637	9.60461935844683e-07	3.01167797997855e-05
98	WBGene00007926	C34C12.7	181.816736592172	-2.59966414098649	0.281107108288311	-5.75111771735512	8.86553554404136e-09	3.5328235649719e-07
99	WBGene00007928	C34C12.9	74.935563137062	-3.02309791084616	0.428270017515198	-4.77464999846276	1.8002006394766e-06	5.35927435511108e-05
100	WBGene00007982	pxd-1	1961.71553962302	1.80172649783546	0.122634564134164	6.57371091274219	4.90764727291355e-11	2.68202923464725e-09
101	WBGene00007984	irx-1	79.5206260002528	-2.40817485644078	0.392163716884717	-3.68407979205268	0.000229530337196598	0.00504636956865279
102	WBGene00008007	C38D4.7	2835.36047801619	1.51181478488	0.121302724564928	4.25532176010413	2.08748602204519e-05	0.000554560956759297
103	WBGene00008078	vesa-1	40.1610308079318	-3.21721726756334	0.56390487227372	-3.95332663623554	7.70721110336211e-05	0.0018543356022586
104	WBGene00008086	C44C10.5	1068.81806316468	-1.8680116684844	0.14596816712482	-5.98835292003878	2.11976706676353e-09	9.81952805111919e-08
105	WBGene00008090	C44C10.10	87.7838735981323	-2.46040902064466	0.371658896696173	-4.01329780185503	5.98762941284779e-05	0.00147778556895801
106	WBGene00008111	C46C2.3	2908.91587258858	1.34958912149705	0.108702175634816	3.24828706890662	0.00116102070520221	0.0211499271797669
107	WBGene00008348	C56G7.3	144.465884356949	-3.70662059702051	0.36175391880688	-7.45257992468372	9.15323713887508e-14	6.36649248632121e-12
108	WBGene00008353	D1025.1	54.7460636029327	-3.1436039034648	0.500740202356117	-4.32282798703776	1.54041833812193e-05	0.000419421377401098
109	WBGene00008425	D2045.8	37.0374185124388	3.41395455041175	0.568918947809078	4.32197334106	1.54639877094225e-05	0.000419556631080821
110	WBGene00008446	E01G4.3	507.422227771459	3.30723906226811	0.208208920794855	11.1281897753528	9.14742772407193e-29	1.70699925650913e-26
111	WBGene00008447	E01G4.5	1337.26436204633	-2.2263569762709	0.164362522464613	-7.50783171493777	6.01147123068101e-14	4.24868529345752e-12
112	WBGene00008568	F08A8.5	70.4567955792265	-2.3556153270682	0.403386798714245	-3.45745029510414	0.000545312826884868	0.0107930443046835
113	WBGene00008582	F08G5.3	23.0331402575293	-3.25681272305518	0.691047174850519	-3.24550901917055	0.00117240850612962	0.0213066448465503
114	WBGene00008622	F09C8.2	599.079456752347	-1.57942606423913	0.166381343462768	-3.53095473626202	0.000414062598261126	0.0084932786576297
115	WBGene00008726	F13A7.11	94.8321871276753	-3.3908635219748	0.404668932756324	-5.91057024567082	3.40925425165242e-09	1.49052595882244e-07
116	WBGene00008776	F13H10.5	154.481395216401	-2.64764262658	0.295643751627281	-5.63207662668994	1.78052535334347e-08	6.9151266387974e-07
117	WBGene00008782	sdz-14	129.678138624617	-1.94832918270102	0.303965752166629	-3.20348149365209	0.00135776766133021	0.0243285254726873
118	WBGene00008819	shw-1	79.9641806021493	-3.10380811177601	0.436425101943581	-4.87290479630089	1.09969224518983e-06	3.40637464289369e-05
119	WBGene00008890	ser-5	181.237397377687	-4.95440708238844	0.404870926437057	-9.36416234079097	7.66559096474749e-21	8.75364723451986e-19
120	WBGene00008937	srt-43	532.285648778836	-1.51855311913572	0.174728392256503	-3.01890781007239	0.00253687715190495	0.0422868128305551
121	WBGene00009089	jmjd-3.2	191.894881673776	-1.75208786130879	0.255461953897361	-3.01693317479307	0.00255346096171626	0.0424707169958502
122	WBGene00009142	F26A3.4	256.541404416092	2.10015155614046	0.223914463532659	4.9775603679284	6.43907027282608e-07	2.0699717082938e-05
123	WBGene00009221	acs-2	86.9630993890225	-3.53766959813868	0.430807802537715	-5.86723283969499	4.43128195281687e-09	1.88354101227788e-07
124	WBGene00009224	F28F8.7	135.272478359853	-2.08853584524391	0.298695026756314	-3.72325184633578	0.000196673161923609	0.00437426267987655
125	WBGene00009252	F29D10.3	46.7147391923884	2.4564962472294	0.45668476817129	3.31521824892864	0.000915716000693026	0.0170052017507338
126	WBGene00009288	F31C3.6	83.3081045043664	-3.41843762606528	0.465061369395409	-5.22638557875443	1.72855704329185e-07	5.82607486265459e-06
127	WBGene00009299	F31E9.6	197.489319531202	-3.83291648406178	0.313533859691486	-8.98843363266525	2.50778837353929e-19	2.55827851279321e-17
128	WBGene00009323	best-13	525.468361937076	-1.92115433824827	0.177186104886344	-5.24845405648697	1.53380880521432e-07	5.21563163053101e-06
129	WBGene00009361	F33E2.5	116.758367828918	-3.28048146293392	0.362109389203017	-6.31459020579929	2.70878286518272e-10	1.38165984676753e-08
130	WBGene00009380	F34H10.3	458.308651805715	-3.21773862309141	0.20716580616206	-10.7315564000407	7.23669031254093e-27	1.2036503822011e-24
131	WBGene00009453	F36A2.3	94.1995513304842	-4.21388582310332	0.509112367456359	-6.16961802952554	6.84551604859213e-10	3.35737456972938e-08
132	WBGene00009558	F39B2.8	29.4491424037183	-3.41420950396182	0.649415611407569	-3.66427075502561	0.00024804428825883	0.00542896385452965
133	WBGene00009635	F42F12.3	114.50929771338	-2.56930813073017	0.333382314071387	-4.77691896371185	1.78001464404295e-06	5.3198797037393e-05
134	WBGene00009644	F42G4.7	396.843233608534	1.59410684906372	0.191802344648172	3.15446947953608	0.00160790195328536	0.0282157290013447
135	WBGene00009696	F44F1.4	719.20264270845	-1.45134888586032	0.151677151506646	-3.02017626193377	0.00252627619186265	0.0422020505326226
136	WBGene00009917	glb-18	73.5424800212114	-3.35241088518615	0.444132640609738	-5.29750767151814	1.17393974787239e-07	4.12009771145488e-06
137	WBGene00009962	F53B6.7	102.735554400104	-2.58548308482735	0.366136156750993	-4.41070436579571	1.03034910374015e-05	0.000283568381032945
138	WBGene00010012	saeg-1	315.166588244504	-4.42121106433236	0.289334922571257	-11.7047890893495	1.20458379538332e-31	2.3631463124302e-29
139	WBGene00010184	F57A10.2	20.4532553490963	-3.07345215342439	0.705932745024596	-2.97451887374838	0.00293448403097013	0.0484642037569648
140	WBGene00010209	fbxa-191	80.6802471469409	-2.3212302382191	0.379154850533921	-3.5766562909268	0.000348017277198982	0.00733520712906174
141	WBGene00010242	F58D5.2	91.4104811633138	-2.4279958313326	0.372822380051793	-3.91854983067818	8.90833142430128e-05	0.00211014376864796
142	WBGene00010294	fbxa-129	68.0918838506478	2.0895715033319	0.380624082233567	2.97403202588834	0.00293914397375921	0.0484642037569648
143	WBGene00010295	fbxa-193	1853.76488853792	3.0925878923471	0.125421412045073	16.7169824982244	9.85861372822445e-63	5.80217335651118e-60
144	WBGene00010365	H04D03.4	81.7549067693765	-3.22709244185352	0.41628086149646	-5.37034586462823	7.85857767287475e-08	2.82281585798895e-06
145	WBGene00010451	K01A11.3	339.980574612925	-1.87572498396514	0.199061171482054	-4.45460911268755	8.40461777294148e-06	0.00023214343169955
146	WBGene00010453	fozi-1	467.682227617067	-4.40700413887829	0.238636900003224	-14.1835180849059	1.15888003509339e-45	4.66662692026292e-43
147	WBGene00010581	K05C4.4	447.475234984225	2.3070466419003	0.187339219336106	7.02969542405756	2.06984862440133e-12	1.29806654305693e-10
148	WBGene00010610	K07A1.3	184.221932860597	-4.66130725685375	0.379966369600949	-9.37216463900239	7.10599654074485e-21	8.23757265655134e-19
149	WBGene00010704	K09A11.1	60.518370415557	-2.25602836282933	0.427924918993843	-3.04353370210539	0.00233817249444119	0.0397541283443767
150	WBGene00010756	K10G9.2	184.256500069861	2.32353855142481	0.252239578669609	5.31697531158944	1.05506377215232e-07	3.71995065471771e-06
151	WBGene00010768	K11D2.1	95.1088826271121	-3.27721813462932	0.43871379381705	-5.23997815489942	1.6059560700085e-07	5.43680083700664e-06
152	WBGene00010769	asah-1	58.2159322932371	-4.41190856637513	0.587601933460705	-5.38125005035539	7.39703593348785e-08	2.66956235505262e-06
153	WBGene00010869	M05B5.1	226.058964146617	1.74397318666436	0.247074653938759	3.08458745656081	0.00203834671715227	0.0349672437958117
154	WBGene00010976	R02D5.1	250.706627272267	-3.0713086919812	0.273211778714836	-7.6243446679958	2.45277213183616e-14	1.78725329339795e-12
155	WBGene00011059	R06C1.4	386.606118040244	-3.07950414986276	0.233160602194044	-8.95935013340572	3.26597525447247e-19	3.24519177558038e-17
156	WBGene00011066	ztf-15	154.827221044011	-2.12295439249631	0.282641198758492	-4.04716658078147	5.1841348994483e-05	0.00129198098096674
157	WBGene00011305	R186.1	38.1761934591588	3.4057234957422	0.538148144409904	4.53284186841706	5.81953817034028e-06	0.000163695906401741
158	WBGene00011365	T02C1.1	30.7020518551344	-2.94780723587443	0.605372689900966	-3.29157043530829	0.000996296642902837	0.0183678689514448
159	WBGene00011393	T03D8.6	139.682159195831	-2.67723106523764	0.313103949997239	-5.41833636673211	6.01561605050691e-08	2.19168944773468e-06
160	WBGene00011497	T05F1.13	139.624225814627	-2.70106305614735	0.316610494681162	-5.43466326495805	5.49000097655446e-08	2.00976064457503e-06
161	WBGene00011550	T06G6.11	68.4967472012837	-2.35178214282819	0.411479828984428	-3.38517968239816	0.000711316753659569	0.0135717817512453
162	WBGene00011592	T07F10.6	164.420050989628	-2.84680756737517	0.311697101155438	-5.9827235346557	2.19437052043259e-09	1.00533705699579e-07
163	WBGene00011737	sqst-1	12324.3859394881	1.33365398330593	0.0974816282999466	3.45166785009122	0.000557133105370512	0.0109363149152686
164	WBGene00011771	T14G8.3	97.5526172232975	-2.29231862833385	0.348685771556002	-3.79213495864043	0.000149357703674184	0.00341115161436174
165	WBGene00011791	T15H9.6	48.7685874111429	-2.62249701770993	0.48794598313784	-3.42402467249279	0.000617010188731182	0.0119210731161169
166	WBGene00011803	T16G12.1	93.9731439933398	-3.96801779569522	0.446372762670746	-6.52883025252826	6.62853211666262e-11	3.59680136344579e-09
167	WBGene00011812	T16H12.2	1472.34986257065	2.67729025432616	0.142414231291174	11.8174462182538	3.17180349524582e-32	6.38617593213836e-30
168	WBGene00011829	T19A6.4	160.012709805684	-3.14149281785834	0.310099762938754	-6.93604418395301	4.03231532437103e-12	2.41025348021584e-10
169	WBGene00011951	T23F6.3	46.4489221681835	2.39924365770635	0.458531041480037	3.18056040170433	0.00146990492992953	0.0260933703454544
170	WBGene00011974	xbx-5	40.6600443876787	2.59256997861321	0.505695768658996	3.28727543034128	0.00101161838038994	0.0185608926339652
171	WBGene00012096	T27E9.6	121.506351325403	-2.4447720700038	0.319882934643042	-4.5889919102738	4.45391687611055e-06	0.000127152679175828
172	WBGene00012103	clec-12	48.6214568071106	-2.76886481187762	0.497083105366735	-3.64603592294326	0.00026631676293838	0.00577220836612335
173	WBGene00012124	T28D6.4	110.119495439177	-5.72557190283509	0.601272166397385	-6.43593309040136	1.22717086882334e-10	6.52019744261623e-09
174	WBGene00012130	T28F3.4	36.5956237662375	2.54997048535175	0.506825338152579	3.19546832115408	0.00139604107697282	0.0249558651399977
175	WBGene00012151	VH15N14R.1	175.631137427443	-2.6914479866932	0.291611480007442	-5.85962090443931	4.63925015025326e-09	1.95588461996496e-07
176	WBGene00012199	mltn-3	105.563909870898	4.3128666495109	0.418594324261722	7.85984655669578	3.84604307547973e-15	2.94260755704954e-13
177	WBGene00012219	W03C9.1	324.861006326891	-5.23988308733625	0.334925120279572	-12.2730244921923	1.26440394736128e-34	2.84528076507682e-32
178	WBGene00012222	W03C9.6	50.8854699168848	-3.05329309398737	0.553216258512694	-3.80006726300251	0.000144656818415502	0.00332363158467568
179	WBGene00012227	W03H9.1	81.0861068625134	-2.28371851593359	0.375452770164439	-3.51169047564742	0.000445266256536503	0.00908461901002876
180	WBGene00012237	W04A8.2	1144.26899009214	3.40221648790121	0.173715233228881	13.8713362973056	9.44996989878315e-44	3.14355303024304e-41
181	WBGene00012238	W04A8.3	58.011010256284	-2.41953238616416	0.439985956146519	-3.32822553587205	0.000874010783723016	0.016309893917719
182	WBGene00012239	W04A8.4	72.9932489789267	-2.46782272032049	0.412620030218227	-3.65258066144624	0.000259618006863637	0.00564300389350478
183	WBGene00012490	Y19D2B.2	138.595893210563	-1.90841231443009	0.2896225193138	-3.21664083891881	0.00129700855999445	0.0233492058647471
184	WBGene00012492	fbxb-7	63.9493054265004	-2.64411700308537	0.434456814500358	-3.86978002838736	0.000108933595687444	0.00254877963487656
185	WBGene00012499	Y24F12A.4	197.290966288326	-2.70433450099345	0.287563644512715	-5.98753165255125	2.13049491110415e-09	9.81952805111919e-08
186	WBGene00012554	Y37D8A.16	174.267564129733	-3.48211601027899	0.313490337666936	-7.91549895199625	2.46263470475003e-15	1.9031937501053e-13
187	WBGene00012560	Y37D8A.25	159.978594692052	1.86387536621758	0.261425996249509	3.38127554369035	0.000721501521115765	0.0137318610399421
188	WBGene00012618	dct-10	587.712888119438	-2.14195686873821	0.168989989931674	-6.80288924944624	1.02541479811416e-11	5.76871222086137e-10
189	WBGene00012624	fbxa-150	498.174990974268	-1.58312983328085	0.17064739618142	-3.46662522861132	0.00052703616621864	0.0105123696376381
190	WBGene00012632	Y38H6C.20	56.319532463902	-2.92702874245413	0.47162271703816	-4.14926273931451	3.33547799287797e-05	0.000856367185352662
191	WBGene00012710	Y39C12A.9	85.3734909264697	-3.16550640489188	0.411795071854709	-5.29169167303571	1.21190085096637e-07	4.23390566700626e-06
192	WBGene00012717	Y39E4B.6	148.82732180177	-2.36193178536111	0.299895952961063	-4.61414620927582	3.94714501553267e-06	0.000114392448916062
193	WBGene00012758	Y41C4A.12	143.160235519185	-4.36761518769183	0.39494632816155	-8.32030049946442	8.7740577868203e-17	7.89768425023084e-15
194	WBGene00012759	sup-1	63.9119414357727	-2.40299374398113	0.4370247476348	-3.31587118305148	0.000913579291931348	0.0170052017507338
195	WBGene00012788	Y43D4A.2	22.9637347602682	4.19296664054469	0.707646834161093	4.19902946494634	2.68061441448939e-05	0.000699978869804039
196	WBGene00012827	Y43F8C.5	67.0107056412144	-2.72305658281418	0.465480993422674	-3.80163971091408	0.000143741647756526	0.00332255996068031
197	WBGene00012831	Y43F8C.9	150.665221912507	-3.77343504791079	0.346681415514855	-7.94855760719368	1.88695589558741e-15	1.51969469022519e-13
198	WBGene00012851	Y44A6C.2	74.6319687082361	-2.18110533416996	0.395947088222344	-3.08673711104958	0.00202366479680421	0.0347933918210089
199	WBGene00012854	Y44A6D.3	321.781231023622	-1.95726797191916	0.210683491160561	-4.60170430891662	4.19047827580986e-06	0.000120531388301584
